Sentence #,Word,POS
50,with,IN
50,the,DT
50,same,JJ
50,noon,NN
50,recess,NN
50,provision,NN
50,outlined,VB
50,in,IN
50,paragraph,NN
50,a.2,NN
50,above,IN
51,article,NN
51,6.7,CD
51,civic,JJ
51,duty,NN
51,whenever,WRB
51,an,DT
51,employee,NN
51,is,VB
51,served,VB
51,with,IN
51,subpoena,NN
51,by,IN
51,court,NN
51,of,IN
51,competent,NN
51,jurisdiction,NN
51,which,WDT
51,compels,VB
51,his/her,PRP$
51,presence,NN
51,witness,NN
51,during,IN
51,his/her,PRP$
51,normal,JJ
51,working,JJ
51,period,NN
51,unless,IN
51,he/she,PRP
51,is,VB
51,party,NN
51,to,TO
51,the,DT
51,litigation,NN
51,or,CC
51,an,DT
51,expert,JJ
51,witness,NN
51,such,JJ
51,employee,NN
51,shall,MD
51,be,VB
51,granted,VB
51,time,NN
51,off,IN
51,with,IN
51,pay,NN
51,in,IN
51,the,DT
51,amount,NN
51,of,IN
51,the,DT
51,difference,NN
51,between,IN
51,the,DT
51,employee,NN
51,'s,PRP$
51,regular,JJ
51,earnings,NN
51,and,CC
51,any,DT
51,amount,NN
51,he/she,PRP
51,receives,VB
51,for,IN
51,such,JJ
51,appearance,NN
52,this,DT
52,article,NN
52,is,VB
52,not,RB
52,applicable,JJ
52,to,TO
52,appearance,NN
52,for,IN
52,which,WDT
52,the,DT
52,employee,NN
52,receives,VB
52,compensation,NN
52,in,IN
52,excess,NN
52,of,IN
52,his/her,PRP$
52,regular,JJ
52,earnings,NN
53,court,NN
53,of,IN
53,competent,NN
53,jurisdiction,NN
53,is,VB
53,defined,VB
53,court,NN
53,within,IN
53,the,DT
53,county,NN
53,in,IN
53,which,WDT
53,the,DT
53,employee,NN
53,resides,NN
53,or,CC
53,if,IN
53,outside,IN
53,the,DT
53,county,NN
53,of,IN
53,residence,NN
53,the,DT
53,place,NN
53,of,IN
53,appearance,NN
53,must,MD
53,be,VB
53,within,IN
53,150,CD
53,mile,NN
53,of,IN
53,the,DT
53,employee,NN
53,'s,PRP$
53,residence,NN
53,36,CD
53,mou01,NN
53,41457,CD
53,42551,CD
53,article,NN
53,6.8,CD
53,jury,NN
53,service,NN
53,any,DT
53,employee,NN
53,who,WP
53,is,VB
53,duly,RB
53,summoned,VB
53,to,TO
53,attend,VB
53,any,DT
53,court,NN
53,for,IN
53,jury,NN
53,service,NN
53,or,CC
53,has,VB
53,been,VB
53,nominated,JJ
53,and,CC
53,selected,VB
53,to,TO
53,serve,VB
53,on,IN
53,the,DT
53,grand,VB
53,jury,NN
53,of,IN
53,los,NN
53,angeles,NN
53,county,NN
53,shall,MD
53,for,IN
53,those,DT
53,day,NN
53,during,IN
53,his,PRP$
53,or,CC
53,her,PRP$
53,scheduled,JJ
53,working,JJ
53,period,NN
53,during,IN
53,which,WDT
53,jury,NN
53,service,NN
53,is,VB
53,actually,RB
53,performed,VB
53,and,CC
53,for,IN
53,those,DT
53,day,NN
53,necessary,JJ
53,to,TO
53,qualify,VB
53,for,IN
53,jury,NN
53,service,NN
53,receive,VB
53,his/her,PRP$
53,regular,JJ
53,salary,NN
54,any,DT
54,jury,NN
54,attendance,NN
54,fee,NN
54,received,VB
54,by,IN
54,an,DT
54,employee,NN
54,who,WP
54,receives,VB
54,his/her,PRP$
54,regular,JJ
54,salary,NN
54,pursuant,NN
54,to,TO
54,this,DT
54,provision,NN
54,except,IN
54,those,DT
54,fee,NN
54,received,VB
54,for,IN
54,jury,NN
54,service,NN
54,performed,VB
54,on,IN
54,regular,JJ
54,day,NN
54,off,IN
54,or,CC
54,holiday,NN
54,shall,MD
54,be,VB
54,paid,VB
54,to,TO
54,the,DT
54,city,NN
55,the,DT
55,absence,NN
55,of,IN
55,any,DT
55,employee,NN
55,for,IN
55,the,DT
55,purpose,NN
55,of,IN
55,performing,VB
55,jury,NN
55,service,NN
55,during,IN
55,his/her,PRP$
55,scheduled,VB
55,working,JJ
55,period,NN
55,shall,MD
55,be,VB
55,deemed,VB
55,to,TO
55,be,VB
55,an,DT
55,authorized,JJ
55,absence,NN
55,with,IN
55,pay,NN
55,within,IN
55,the,DT
55,meaning,NN
55,of,IN
55,laac,NN
55,section,NN
55,4.75,CD
55,with,IN
55,pay,NN
55,calculated,VB
55,pursuant,NN
55,to,TO
55,the,DT
55,code,NN
56,article,NN
56,6.9,CD
56,military,JJ
2864,leave,VB
56,every,DT
56,employee,NN
56,who,WP
56,qualifies,VB
56,for,IN
56,and,CC
56,is,VB
56,granted,VB
56,military,JJ
2872,leave,VB
56,whether,IN
56,temporary,JJ
56,or,CC
56,otherwise,RB
56,pursuant,NN
56,to,TO
56,the,DT
56,provision,NN
56,of,IN
56,the,DT
56,military,NN
56,and,CC
56,veterans,NN
56,code,NN
56,of,IN
56,the,DT
56,state,NN
56,of,IN
56,california,NN
56,shall,MD
56,before,IN
56,he/she,PRP
56,is,VB
56,paid,VB
56,his/her,PRP$
56,salary,NN
56,or,CC
56,compensation,NN
56,during,IN
56,such,JJ
2872,leave,NN
56,or,CC
56,any,DT
56,part,NN
56,thereof,RB
56,provided,VB
56,in,IN
56,said,VB
56,code,NN
56,furnish,VB
56,to,TO
56,his/her,PRP$
56,appointing,VB
56,authority,NN
56,two,CD
56,certified,VB
56,copy,NN
56,of,IN
56,his/her,PRP$
56,order,NN
56,one,CD
56,copy,NN
56,to,TO
56,be,VB
56,filed,VB
56,in,IN
56,the,DT
56,department,NN
56,in,IN
56,which,WDT
56,he/she,PRP
56,is,VB
56,employed,VB
56,and,CC
56,the,DT
56,other,JJ
56,with,IN
56,the,DT
56,controller,NN
57,in,IN
57,lieu,NN
57,of,IN
57,the,DT
57,order,NN
57,the,DT
57,employee,NN
57,shall,MD
57,furnish,VB
57,to,TO
57,the,DT
57,appointing,JJ
57,authority,NN
57,upon,IN
57,form,NN
57,provided,VB
57,by,IN
57,the,DT
57,controller,NN
57,certified,JJ
57,evidence,NN
57,of,IN
57,his/her,PRP$
57,entry,NN
57,into,IN
57,active,JJ
57,service,NN
57,in,IN
57,the,DT
57,armed,JJ
57,force,NN
57,of,IN
57,the,DT
57,united,JJ
57,states,NN
57,and,CC
57,the,DT
57,date,NN
57,thereof,RB
58,any,DT
58,certification,NN
58,required,VB
58,by,IN
58,this,DT
58,article,NN
58,may,MD
58,be,VB
58,made,VB
58,by,IN
58,any,DT
58,authorized,JJ
58,officer,NN
58,of,IN
58,such,JJ
58,armed,VB
58,force,NN
59,the,DT
59,controller,NN
59,shall,MD
59,have,VB
59,power,NN
59,at,IN
59,any,DT
59,time,NN
59,to,TO
59,require,VB
59,such,JJ
59,additional,JJ
59,satisfactory,JJ
59,evidence,NN
59,of,IN
59,the,DT
59,entry,NN
59,of,IN
59,such,JJ
59,employee,NN
59,into,IN
59,active,JJ
59,service,NN
59,in,IN
59,such,JJ
59,armed,VB
59,force,NN
59,and,CC
59,of,IN
59,the,DT
59,actual,JJ
59,performance,NN
59,by,IN
59,the,DT
59,employee,NN
59,of,IN
59,ordered,JJ
59,military,JJ
59,duty,NN
59,during,IN
59,all,DT
59,or,CC
59,any,DT
59,part,NN
59,of,IN
59,such,JJ
2873,leave,NN
60,in,IN
60,determining,VB
60,whether,IN
60,an,DT
60,employee,NN
60,has,VB
60,been,VB
60,in,IN
60,the,DT
60,service,NN
60,of,IN
60,the,DT
60,city,NN
60,for,IN
60,period,NN
60,of,IN
60,not,RB
287,lead,NN
60,than,IN
60,one,CD
60,year,NN
60,immediately,RB
60,prior,JJ
60,to,TO
60,the,DT
60,date,NN
60,on,IN
60,which,WDT
60,the,DT
60,absence,NN
60,begin,VB
60,continuous,JJ
60,service,NN
60,shall,MD
60,be,VB
60,required,VB
61,unit,NN
61,member,NN
61,called,VB
61,into,IN
61,active,JJ
61,military,NN
61,service,NN
61,other,JJ
61,than,IN
61,temporary,JJ
61,military,NN
2874,leave,VB
61,shall,MD
61,accrue,VB
61,vacation,NN
61,time,NN
61,and,CC
61,be,VB
61,entitled,VB
61,to,TO
61,the,DT
61,cash-out,NN
61,of,IN
61,accrued,VB
61,but,CC
61,unused,JJ
61,vacation,NN
61,time,NN
61,in,IN
61,accordance,NN
61,with,IN
61,article,NN
61,7.6,CD
61,vacation,NN
61,section,NN
61,ii,NN
61,of,IN
61,this,DT
61,mou,NN
62,article,NN
62,6.1,CD
62,mileage,NN
62,each,DT
62,employee,NN
62,that,WDT
62,is,VB
62,authorized,VB
62,to,TO
62,use,VB
62,his/her,PRP$
62,own,JJ
62,vehicle,NN
62,pursuant,NN
62,to,TO
62,laac,NN
62,division,NN
62,chapter,NN
62,article,NN
62,in,IN
62,the,DT
62,performance,NN
62,of,IN
62,his/her,PRP$
62,duty,NN
62,shall,MD
62,be,VB
62,reimbursed,VB
62,for,IN
62,37,CD
62,mou01,NN
62,41457,CD
62,42551,CD
62,transportation,NN
62,expense,NN
62,at,IN
62,the,DT
62,internal,JJ
62,revenue,NN
62,service,NN
62,irs,NN
62,rate,NN
62,established,VB
62,on,IN
62,january,NN
62,1st,CD
62,of,IN
62,each,DT
62,calendar,NN
62,year,NN
62,or,CC
62,at,IN
62,subsequent,JJ
62,time,NN
62,during,IN
62,the,DT
62,calendar,NN
62,year,NN
62,for,IN
62,all,DT
62,mile,NN
62,traveled,VB
62,in,IN
62,any,DT
62,biweekly,JJ
62,period,NN
62,in,IN
62,addition,NN
62,to,TO
62,any,DT
62,and,CC
62,all,DT
62,salary,NN
62,and,CC
62,other,JJ
62,compensation,NN
62,otherwise,RB
62,provided,VB
62,for,IN
62,by,IN
62,law,NN
63,notwithstanding,VB
63,laac,NN
63,section,NN
63,4.231,CD
63,employee,NN
63,authorized,VB
63,to,TO
63,use,VB
63,their,PRP$
63,personal,JJ
63,vehicle,NN
63,pursuant,NN
63,to,TO
63,laac,NN
63,section,NN
63,4.229,CD
63,who,WP
63,are,VB
63,required,VB
63,by,IN
63,management,NN
63,to,TO
63,bring,VB
63,the,DT
63,vehicle,NN
63,to,TO
63,work,VB
63,each,DT
63,day,NN
63,shall,MD
63,receive,VB
63,minimum,JJ
63,payment,NN
63,of,IN
63,10,CD
63,mile,NN
63,per,IN
63,day,NN
63,regardless,RB
63,of,IN
63,whether,IN
63,the,DT
63,vehicle,NN
63,is,VB
63,driven,VB
63,for,IN
63,city,NN
63,business,NN
64,if,IN
64,an,DT
64,employee,NN
64,is,VB
64,not,RB
64,authorized,VB
64,or,CC
64,required,VB
64,to,TO
64,bring,VB
64,vehicle,NN
64,to,TO
64,work,VB
64,for,IN
64,use,NN
64,in,IN
64,the,DT
64,course,NN
64,of,IN
64,their,PRP$
64,work,NN
64,assignment,NN
64,they,PRP
64,will,MD
64,no,DT
64,longer,JJ
64,be,VB
64,provided,VB
64,minimum,JJ
64,payment,NN
64,of,IN
64,10,CD
64,mile,NN
64,per,IN
64,day,NN
65,during,IN
65,the,DT
65,term,NN
65,of,IN
65,this,DT
65,mou,NN
65,the,DT
65,cent,NN
65,per,IN
65,mile,NN
65,reimbursement,NN
65,shall,MD
65,be,VB
65,adjusted,VB
65,to,TO
65,an,DT
65,amount,NN
65,equal,JJ
65,to,TO
65,the,DT
65,annual,JJ
65,standard,NN
65,car,NN
65,mileage,NN
65,allowance,NN
65,determined,VB
65,by,IN
65,the,DT
65,irs,NN
66,the,DT
66,city,NN
66,administrative,JJ
66,officer,NN
66,shall,MD
66,certify,VB
66,to,TO
66,the,DT
66,controller,NN
66,appropriate,JJ
66,change,NN
66,if,IN
66,required,VB
66,to,TO
66,become,VB
66,effective,JJ
66,at,IN
66,the,DT
66,beginning,NN
66,of,IN
66,the,DT
66,first,JJ
66,full,JJ
66,pay,NN
66,period,NN
66,in,IN
66,which,WDT
66,the,DT
66,irs,NN
66,reimbursement,NN
66,rate,NN
66,change,NN
66,is,VB
66,effective,JJ
67,article,NN
67,6.11,CD
67,call,NN
67,back,RB
67,pay,NN
67,section,NN
67,whenever,WRB
67,an,DT
67,employee,NN
67,is,VB
67,ordered,VB
67,by,IN
67,the,DT
67,administrative,JJ
67,head,NN
67,of,IN
67,his/her,PRP$
67,department,NN
67,office,NN
67,or,CC
67,bureau,NN
67,or,CC
67,his/her,PRP$
67,designee,NN
67,to,TO
67,return,VB
67,to,TO
67,duty,NN
67,following,VB
67,the,DT
67,termination,NN
67,of,IN
67,his/her,PRP$
67,work,NN
67,shift,NN
67,and,CC
67,departure,NN
67,from,IN
67,his/her,PRP$
67,work,NN
67,location,NN
67,he/she,PRP
67,shall,MD
67,receive,VB
67,minimum,JJ
67,compensation,NN
67,equivalent,NN
67,to,TO
67,four,CD
67,hour,NN
67,at,IN
67,his/her,PRP$
67,appropriate,JJ
67,overtime,NN
67,rate,NN
68,call,VB
68,back,RP
68,time,NN
68,contiguous,JJ
68,to,TO
68,and,CC
68,continuing,VB
68,into,IN
68,normal,JJ
68,work,NN
68,shift,NN
68,will,MD
68,not,RB
68,be,VB
68,treated,VB
68,call,NN
68,back,RB
68,for,IN
68,purpose,NN
68,of,IN
68,this,DT
68,article,NN
68,but,CC
68,will,MD
68,instead,RB
68,be,VB
68,compensated,VB
68,hour,NN
68,for,IN
68,hour,NN
68,overtime,NN
69,section,NN
69,ii,NN
69,whenever,WRB
69,an,DT
69,employee,NN
69,in,IN
69,the,DT
69,police,NN
69,department,NN
69,is,VB
69,ordered,VB
69,by,IN
69,designated,JJ
69,representative,NN
69,of,IN
69,the,DT
69,chief,NN
69,of,IN
69,police,NN
69,to,TO
69,return,VB
69,to,TO
69,duty,NN
69,following,VB
69,the,DT
69,termination,NN
69,of,IN
69,the,DT
69,employee,NN
69,'s,PRP$
69,normal,JJ
69,work,NN
69,shift,NN
69,and,CC
69,departure,NN
69,from,IN
69,the,DT
69,work,NN
69,location,NN
69,the,DT
69,employee,NN
69,shall,MD
69,receive,VB
69,the,DT
69,sum,NN
69,of,IN
69,ten,CD
69,dollar,NN
69,$,$
69,10,CD
69,if,IN
69,the,DT
69,call,NN
69,is,VB
69,canceled,VB
69,prior,JJ
69,to,TO
69,the,DT
69,time,NN
69,the,DT
69,employee,NN
69,report,NN
69,to,TO
69,the,DT
69,telephonically/electronically,RB
69,assigned,JJ
69,work,NN
69,location,NN
70,the,DT
70,employee,NN
70,shall,MD
70,be,VB
70,entitled,VB
70,to,TO
70,only,RB
70,one,CD
70,such,JJ
70,payment,NN
70,in,IN
70,each,DT
70,24,CD
70,hour,NN
70,period,NN
70,commencing,VB
70,with,IN
70,the,DT
70,termination,NN
70,of,IN
70,the,DT
70,employee,NN
70,'s,PRP$
70,normal,JJ
70,work,NN
70,shift,NN
71,the,DT
71,following,VB
71,38,CD
71,mou01,NN
71,41457,CD
71,42551,CD
71,class,NN
71,titles/series,NN
71,all,DT
71,pay,NN
71,grade,NN
71,are,VB
71,expressly,RB
71,eligible,JJ
71,for,IN
71,call,NN
71,back,RB
71,pay,NN
71,under,IN
71,this,DT
71,provision,NN
71,photographer,NN
71,code,NN
71,1793,CD
71,and,CC
71,forensic,JJ
71,print,NN
71,specialist,NN
71,code,NN
71,2200,CD
72,section,NN
72,iii,NN
72,if,IN
72,an,DT
72,employee,NN
72,is,VB
72,called,VB
72,out,RP
72,under,IN
72,the,DT
72,provision,NN
72,of,IN
72,section,NN
72,within,IN
72,four,CD
72,hour,NN
72,of,IN
72,the,DT
72,first,JJ
72,call,NN
72,out,IN
72,the,DT
72,employee,NN
72,shall,MD
72,receive,VB
72,second,JJ
72,four,CD
72,hour,NN
72,pay,NN
72,or,CC
72,eight,CD
72,hour,NN
72,pay,NN
72,at,IN
72,the,DT
72,employee's,PRP$
72,appropriate,JJ
72,overtime,NN
72,rate,NN
73,article,NN
73,6.12,CD
73,disturbance,NN
73,calls,VB
73,the,DT
73,following,JJ
73,provision,NN
73,apply,VB
73,to,TO
73,the,DT
73,compensation,NN
73,for,IN
73,disturbance,NN
73,call,NN
73,outside,IN
73,of,IN
73,normal,JJ
73,duty,NN
73,hour,NN
73,for,IN
73,flsa,NN
73,non-exempt,JJ
73,employee,NN
74,employees,NN
74,in,IN
74,the,DT
74,following,JJ
74,class,NN
74,and,CC
74,pay,VB
74,grade,VB
74,shall,MD
74,be,VB
74,eligible,JJ
74,for,IN
74,compensation,NN
74,under,IN
74,this,DT
74,article,NN
74,systems,NN
74,analyst,NN
74,and,CC
74,ii,NN
74,codes,NN
74,1596-1,CD
74,and,CC
74,1596-2,CD
74,regardless,RB
74,of,IN
74,the,DT
74,department,NN
74,or,CC
74,assignment,NN
74,procurement,JJ
74,analyst,NN
74,and,CC
74,ii,NN
74,codes,NN
74,1859-1,CD
74,and,CC
74,1859-2,CD
74,regardless,RB
74,of,IN
74,the,DT
74,department,NN
74,or,CC
74,assignment,NN
74,and,CC
74,one,CD
74,management,NN
74,aide,NN
74,code,NN
74,1508,CD
74,and,CC
74,one,CD
74,management,NN
74,analyst,NN
74,ii,NN
74,code,NN
74,9184-2,CD
74,assigned,VB
74,to,TO
74,the,DT
74,charter,NN
74,bus,NN
74,program,NN
74,in,IN
74,the,DT
74,department,NN
74,of,IN
74,transportation,NN
75,whenever,WRB
75,the,DT
75,above-listed,JJ
75,employee,NN
75,are,VB
75,contacted,VB
75,while,IN
75,on,IN
75,off-duty,JJ
75,status,NN
75,by,IN
75,the,DT
75,department,NN
75,head,NN
75,or,CC
75,designee,NN
75,to,TO
75,furnish,VB
75,information,NN
75,needed,VB
75,to,TO
75,maintain,VB
75,the,DT
75,continuity,NN
75,of,IN
75,city,NN
75,business,NN
75,without,IN
75,the,DT
75,necessity,NN
75,of,IN
75,having,VB
75,to,TO
75,report,VB
75,for,IN
75,duty,NN
75,personally,RB
75,such,JJ
75,employee,NN
75,shall,MD
75,receive,VB
75,minimum,NN
75,of,IN
75,one,CD
75,hour,NN
75,of,IN
75,compensation,NN
75,subject,NN
75,to,TO
75,the,DT
75,following,VB
75,limitation,NN
75,only,RB
75,the,DT
75,first,JJ
75,disturbance,NN
75,call,NN
75,made,VB
75,in,IN
75,any,DT
75,one,CD
75,calendar,NN
75,day,NN
75,shall,MD
75,qualify,VB
75,for,IN
75,the,DT
75,minimum,JJ
75,one,CD
75,hour,NN
75,of,IN
75,compensation,NN
75,described,VB
75,above,IN
76,the,DT
76,time,NN
76,actually,RB
76,spent,VB
76,on,IN
76,such,JJ
76,disturbance,NN
76,call,NN
76,will,MD
76,be,VB
76,considered,VB
76,hour,NN
76,worked,VB
76,for,IN
76,that,DT
76,workweek,NN
77,thereafter,RB
77,compensation,NN
77,for,IN
77,all,DT
77,other,JJ
77,qualifying,VB
77,disturbance,NN
77,call,NN
77,totaling,VB
77,an,DT
77,aggregate,NN
77,of,IN
77,ten,CD
77,minute,NN
77,or,CC
77,more,RB
77,in,IN
77,that,DT
77,same,JJ
77,calendar,NN
77,day,NN
77,shall,MD
77,be,VB
77,for,IN
77,actual,JJ
77,time,NN
77,worked,VB
78,disturbance,NN
78,call,NN
78,compensation,NN
78,shall,MD
78,be,VB
78,used,VB
78,to,TO
78,offset,VB
78,any,DT
78,overtime,NN
78,owed,VB
79,39,CD
79,mou01,NN
79,41457,CD
79,42551,CD
79,any,DT
79,employee,NN
79,receiving,VB
79,on-call/standby,JJ
79,compensation,NN
79,for,IN
79,the,DT
79,same,JJ
79,day,NN
79,shall,MD
79,not,RB
79,be,VB
79,eligible,JJ
79,to,TO
79,receive,VB
79,compensation,NN
79,under,IN
79,this,DT
79,article,NN
79,for,IN
79,that,DT
79,day,NN
79,c.,NN
79,the,DT
79,department,NN
79,head,NN
79,or,CC
79,designee,NN
79,may,MD
79,determine,VB
79,the,DT
79,method,NN
79,of,IN
79,compensation,NN
79,d.,NN
79,an,DT
79,employee,NN
79,contacted,VB
79,while,IN
79,off-duty,JJ
79,concerning,VB
79,subsequent,JJ
79,work,NN
79,scheduling,VB
79,shall,MD
79,not,RB
79,be,VB
79,eligible,JJ
79,to,TO
79,receive,VB
79,compensation,NN
79,under,IN
79,this,DT
79,article,NN
80,ii,NN
81,notwithstanding,VB
81,the,DT
81,above,IN
81,whenever,WRB
81,all,DT
81,other,JJ
81,flsa,NN
81,non-exempt,JJ
81,employee,NN
81,in,IN
81,classification,NN
81,and,CC
81,pay,VB
81,grade,NN
81,not,RB
81,listed,VB
81,specifically,RB
81,in,IN
81,this,DT
81,article,NN
81,are,VB
81,contacted,VB
81,while,IN
81,on,IN
81,off-duty,JJ
81,status,NN
81,by,IN
81,the,DT
81,department,NN
81,head,NN
81,or,CC
81,designee,NN
81,to,TO
81,furnish,VB
81,information,NN
81,needed,VB
81,to,TO
81,maintain,VB
81,the,DT
81,continuity,NN
81,of,IN
81,city,NN
81,business,NN
81,described,VB
81,above,IN
81,without,IN
81,the,DT
81,necessity,NN
81,of,IN
81,having,VB
81,to,TO
81,report,VB
81,for,IN
81,duty,NN
81,personally,RB
81,such,JJ
81,employee,NN
81,shall,MD
81,receive,VB
81,compensation,NN
81,for,IN
81,actual,JJ
81,time,NN
81,worked,VB
81,for,IN
81,said,VB
81,disturbance,NN
81,call,NN
81,that,IN
81,total,JJ
81,10,CD
81,minute,NN
81,or,CC
81,more,RB
81,in,IN
81,the,DT
81,aggregate,NN
81,in,IN
81,the,DT
81,same,JJ
81,calendar,NN
81,day,NN
81,which,WDT
81,shall,MD
81,be,VB
81,included,VB
81,hour,NN
81,worked,VB
81,for,IN
81,that,DT
81,workweek,NN
82,any,DT
82,employee,NN
82,receiving,VB
82,on-call/standby,JJ
82,compensation,NN
82,for,IN
82,the,DT
82,same,JJ
82,day,NN
82,shall,MD
82,not,RB
82,be,VB
82,eligible,JJ
82,to,TO
82,receive,VB
82,compensation,NN
82,under,IN
82,this,DT
82,article,NN
82,for,IN
82,that,DT
82,day,NN
83,assignment,NN
83,of,IN
83,an,DT
83,electronic,JJ
83,communication,NN
83,device,NN
83,does,VB
83,not,RB
83,constitute,VB
83,worked,JJ
83,time,NN
84,if,IN
84,an,DT
84,hourly,JJ
84,employee,NN
84,is,VB
84,contacted,VB
84,he/she,PRP
84,shall,MD
84,only,RB
84,be,VB
84,compensated,VB
84,according,VB
84,to,TO
84,the,DT
84,disturbance,NN
84,call,NN
84,article,NN
84,of,IN
84,this,DT
84,mou,NN
85,article,NN
85,6.13,CD
85,on-call/standby,JJ
85,compensation,NN
85,all,DT
85,employee,NN
85,in,IN
85,the,DT
85,class,NN
85,and,CC
85,pay,VB
85,grade,NN
85,of,IN
85,systems,NN
85,analyst,NN
85,and,CC
85,ii,NN
85,codes,NN
85,1596-1,CD
85,and,CC
85,1596-2,CD
85,regardless,RB
85,of,IN
85,the,DT
85,department,NN
85,or,CC
85,assignment,NN
85,all,DT
85,employee,NN
85,in,IN
85,the,DT
85,class,NN
85,and,CC
85,pay,VB
85,grade,NN
85,of,IN
85,procurement,JJ
85,analyst,NN
85,and,CC
85,ii,NN
85,codes,NN
85,1859-1,CD
85,and,CC
85,1859-2,CD
85,regardless,RB
85,of,IN
85,the,DT
85,department,NN
85,or,CC
85,assignment,NN
85,all,DT
85,employee,NN
85,in,IN
85,the,DT
85,class,NN
85,of,IN
85,special,JJ
85,investigator,NN
85,and,CC
85,ii,NN
85,codes,NN
85,0602-1,JJ
85,and,CC
85,0602-2,JJ
85,in,IN
85,the,DT
85,los,NN
85,angeles,NN
85,police,NN
85,department,NN
85,office,NN
85,of,IN
85,the,DT
85,inspector,NN
85,general,JJ
85,all,DT
85,employee,NN
85,in,IN
85,the,DT
85,class,NN
85,of,IN
85,public,JJ
85,relations,NN
85,specialist,NN
85,and,CC
85,ii,NN
85,codes,NN
85,1785-1,CD
85,and,CC
85,1785-2,CD
85,while,IN
85,assigned,VB
85,to,TO
85,the,DT
85,los,NN
85,angeles,NN
85,world,NN
85,airports,NN
85,and,CC
85,one,CD
85,management,NN
85,aide,NN
85,code,NN
85,1508,CD
85,and,CC
85,one,CD
85,management,NN
85,analyst,NN
85,ii,NN
85,code,NN
85,9184-2,CD
85,assigned,VB
85,to,TO
85,the,DT
85,charter,NN
85,bus,NN
85,program,NN
85,in,IN
85,the,DT
85,department,NN
85,of,IN
85,transportation,NN
85,who,WP
85,are,VB
85,designated,VB
85,by,IN
85,management,NN
85,to,TO
85,be,VB
85,on,IN
85,on-call/standby,JJ
85,during,IN
85,off-duty,JJ
85,hour,NN
85,shall,MD
85,receive,VB
85,in,IN
85,addition,NN
85,to,TO
85,any,DT
85,other,JJ
85,compensation,NN
85,provided,VB
85,for,IN
85,herein,RB
85,the,DT
85,sum,NN
85,of,IN
85,twenty-four,CD
85,dollar,NN
85,$,$
85,24,CD
85,for,IN
85,each,DT
85,day,NN
85,of,IN
85,such,JJ
85,assignment,NN
86,one,CD
86,person,NN
86,employed,VB
86,in,IN
86,the,DT
86,class,NN
86,of,IN
86,superintendent,NN
86,of,IN
86,operations,NN
86,code,NN
86,7269,CD
86,assigned,VB
86,to,TO
86,the,DT
86,film,NN
86,desk,NN
86,in,IN
86,the,DT
86,airfield,NN
86,operations,NN
86,bureau,VB
86,department,NN
86,of,IN
86,airports,NN
86,who,WP
86,40,CD
86,mou01,NN
86,41457,CD
86,42551,CD
86,is,VB
86,designated,VB
86,by,IN
86,management,NN
86,to,TO
86,be,VB
86,on-call/standby,JJ
86,during,IN
86,off-duty,JJ
86,hour,NN
86,shall,MD
86,receive,VB
86,in,IN
86,addition,NN
86,to,TO
86,any,DT
86,other,JJ
86,compensation,NN
86,provided,VB
86,for,IN
86,herein,RB
86,the,DT
86,sum,NN
86,of,IN
86,twenty-four,CD
86,dollar,NN
86,$,$
86,24,CD
86,for,IN
86,each,DT
86,day,NN
86,of,IN
