,Sentence #,Word,POS
1156,31.0,to,TO
1157,31.0,receive,VB
1158,31.0,minimum,NN
1159,31.0,of,IN
1160,31.0,one,CD
1161,31.0,hour,NN
1162,31.0,at,IN
1163,31.0,one,CD
1164,31.0,and,CC
1165,31.0,one-half,JJ
1166,31.0,1½,CD
1167,31.0,time,NN
1168,31.0,his/her,JJR
1169,31.0,regular,JJ
1170,31.0,rate,NN
1171,31.0,of,IN
1172,31.0,pay,NN
1173,32.0,time,NN
1174,32.0,spent,VBN
1175,32.0,in,IN
1176,32.0,excess,NN
1177,32.0,of,IN
1178,32.0,the,DT
1179,32.0,one,CD
1180,32.0,hour,NN
1181,32.0,minimum,NN
1182,32.0,guarantee,NN
1183,32.0,shall,MD
1184,32.0,also,RB
1185,32.0,be,VB
1186,32.0,at,IN
1187,32.0,the,DT
1188,32.0,rate,NN
1189,32.0,of,IN
1190,32.0,one,CD
1191,32.0,and,CC
1192,32.0,one-half,JJ
1193,32.0,1½,CD
1194,32.0,time,NN
1195,32.0,the,DT
1196,32.0,employee,NN
1197,32.0,'s,POS
1198,32.0,regular,JJ
1199,32.0,rate,NN
1200,32.0,of,IN
1201,32.0,pay,NN
1202,32.0,payable,JJ
1203,32.0,in,IN
1204,32.0,six,CD
1205,32.0,minute,NN
1206,32.0,increment,NN
1207,33.0,no,DT
1208,33.0,compensation,NN
1209,33.0,shall,MD
1210,33.0,be,VB
1211,33.0,paid,VBN
1212,33.0,for,IN
1213,33.0,the,DT
1214,33.0,first,JJ
1215,33.0,45,CD
1216,33.0,minute,NN
1217,33.0,of,IN
1218,33.0,the,DT
1219,33.0,court,NN
1220,33.0,'s,POS
1221,33.0,noon,NN
1222,33.0,recess,NN
1223,33.0,provided,VBD
1224,33.0,however,RB
1225,33.0,that,IN
1226,33.0,no,DT
1227,33.0,such,JJ
1228,33.0,compensation,NN
1229,33.0,shall,MD
1230,33.0,be,VB
1231,33.0,allowed,VBN
1232,33.0,unless,IN
1233,33.0,such,JJ
1234,33.0,employee,NN
1235,33.0,is,VBZ
1236,33.0,in,IN
1237,33.0,actual,JJ
1238,33.0,attendance,NN
1239,33.0,in,IN
1240,33.0,court,NN
1241,34.0,such,JJ
1242,34.0,compensation,NN
1243,34.0,for,IN
1244,34.0,court,NN
1245,34.0,appearance,NN
1246,34.0,may,MD
1247,34.0,be,VB
1248,34.0,in,IN
1249,34.0,either,DT
1250,34.0,time,NN
1251,34.0,off,RP
1252,34.0,or,CC
1253,34.0,cash,NN
1254,35.0,call,VB
1255,35.0,back,RP
1256,35.0,provision,NN
1257,35.0,are,VBP
1258,35.0,not,RB
1259,35.0,applicable,JJ
1260,35.0,to,TO
1261,35.0,court,NN
1262,35.0,appearance,NN
1263,36.0,section,NN
1264,36.0,ii,VBZ
1265,36.0,the,DT
1266,36.0,following,JJ
1267,36.0,court,NN
1268,36.0,provision,NN
1269,36.0,shall,MD
1270,36.0,apply,VB
1271,36.0,to,TO
1272,36.0,employee,NN
1273,36.0,in,IN
1274,36.0,the,DT
1275,36.0,police,NN
1276,36.0,department,NN
1277,36.0,only,RB
1278,37.0,these,DT
1279,37.0,provision,NN
1280,37.0,apply,VBZ
1281,37.0,only,RB
1282,37.0,for,IN
1283,37.0,the,DT
1284,37.0,payment,NN
1285,37.0,of,IN
1286,37.0,overtime,NN
1287,37.0,for,IN
1288,37.0,court,NN
1289,37.0,appearance,NN
1290,37.0,outside,IN
1291,37.0,of,IN
1292,37.0,the,DT
1293,37.0,normal,JJ
1294,37.0,duty,NN
1295,37.0,hour,NN
1296,37.0,of,IN
1297,37.0,employee,NN
1298,38.0,call,VB
1299,38.0,back,RP
1300,38.0,provision,NN
1301,38.0,are,VBP
1302,38.0,not,RB
1303,38.0,applicable,JJ
1304,38.0,to,TO
1305,38.0,court,NN
1306,38.0,appearance,NN
1307,38.0,34,CD
1308,38.0,mou01,NN
1309,38.0,07/02/2013,CD
1310,38.0,06/30/2016,CD
1311,38.0,basic,JJ
1312,38.0,compensation,NN
1313,38.0,an,DT
1314,38.0,employee,NN
1315,38.0,at,IN
1316,38.0,the,DT
1317,38.0,employee,NN
1318,38.0,'s,POS
1319,38.0,option,NN
1320,38.0,may,MD
1321,38.0,report,VB
1322,38.0,to,TO
1323,38.0,court,NN
1324,38.0,when,WRB
1325,38.0,subpoenaed,NN
1326,38.0,or,CC
1327,38.0,remain,VB
1328,38.0,on,IN
1329,38.0,call,NN
1330,39.0,if,IN
1331,39.0,the,DT
1332,39.0,employee,NN
1333,39.0,elect,VBP
1334,39.0,to,TO
1335,39.0,appear,VB
1336,39.0,in,IN
1337,39.0,court,NN
1338,39.0,the,DT
1339,39.0,division,NN
1340,39.0,supervisor,NN
1341,39.0,must,MD
1342,39.0,be,VB
1343,39.0,notified,VBN
1344,39.0,at,IN
1345,39.0,the,DT
1346,39.0,latest,JJS
1347,39.0,one,CD
1348,39.0,administrative,JJ
1349,39.0,day,NN
1350,39.0,prior,RB
1351,39.0,to,TO
1352,39.0,the,DT
1353,39.0,scheduled,JJ
1354,39.0,court,NN
1355,39.0,appearance,NN
1356,40.0,if,IN
1357,40.0,the,DT
1358,40.0,employee,NN
1359,40.0,wish,NN
1360,40.0,to,TO
1361,40.0,remain,VB
1362,40.0,on,IN
1363,40.0,call,NN
1364,40.0,the,DT
1365,40.0,employee,NN
1366,40.0,must,MD
1367,40.0,be,VB
1368,40.0,able,JJ
1369,40.0,to,TO
1370,40.0,appear,VB
1371,40.0,in,IN
1372,40.0,court,NN
1373,40.0,not,RB
1374,40.0,more,RBR
1375,40.0,than,IN
1376,40.0,one,CD
1377,40.0,hour,NN
1378,40.0,after,IN
1379,40.0,being,VBG
1380,40.0,notified,VBD
1381,40.0,that,IN
1382,40.0,the,DT
1383,40.0,employee,NN
1384,40.0,'s,POS
1385,40.0,appearance,NN
1386,40.0,is,VBZ
1387,40.0,required,VBN
1388,40.0,in,IN
1389,40.0,court,NN
1390,41.0,to,TO
1391,41.0,appear,VB
1392,41.0,in,IN
1393,41.0,court,NN
1394,41.0,more,JJR
1395,41.0,than,IN
1396,41.0,an,DT
1397,41.0,hour,NN
1398,41.0,after,IN
1399,41.0,having,VBG
1400,41.0,been,VBN
1401,41.0,notified,VBN
1402,41.0,will,MD
1403,41.0,void,VB
1404,41.0,the,DT
1405,41.0,employee,NN
1406,41.0,'s,POS
1407,41.0,right,NN
1408,41.0,to,TO
1409,41.0,on-call,JJ
1410,41.0,compensation,NN
1411,42.0,an,DT
1412,42.0,employee,NN
1413,42.0,need,MD
1414,42.0,not,RB
1415,42.0,remain,VB
1416,42.0,at,IN
1417,42.0,home,NN
1418,42.0,but,CC
1419,42.0,must,MD
1420,42.0,be,VB
1421,42.0,available,JJ
1422,42.0,for,IN
1423,42.0,telephonic,JJ
1424,42.0,notification,NN
1425,42.0,at,IN
1426,42.0,location,NN
1427,42.0,where,WRB
1428,42.0,the,DT
1429,42.0,supervisor,NN
1430,42.0,know,VBP
1431,42.0,the,DT
1432,42.0,employee,NN
1433,42.0,can,MD
1434,42.0,be,VB
1435,42.0,reached,VBN
1436,43.0,an,DT
1437,43.0,off-duty,JJ
1438,43.0,employee,NN
1439,43.0,shall,MD
1440,43.0,receive,VB
1441,43.0,minimum,NN
1442,43.0,of,IN
1443,43.0,two,CD
1444,43.0,hour,NN
1445,43.0,overtime,JJ
1446,43.0,compensation,NN
1447,43.0,for,IN
1448,43.0,any,DT
1449,43.0,court,NN
1450,43.0,day,NN
1451,43.0,he/she,NN
1452,43.0,is,VBZ
1453,43.0,subpoenaed,VBN
1454,43.0,to,TO
1455,43.0,be,VB
1456,43.0,on,IN
1457,43.0,call,NN
1458,43.0,or,CC
1459,43.0,required,VBN
1460,43.0,to,TO
1461,43.0,appear,VB
1462,43.0,an,DT
1463,43.0,off-duty,JJ
1464,43.0,employee,NN
1465,43.0,shall,MD
1466,43.0,receive,VB
1467,43.0,hour-for-hour,JJ
1468,43.0,overtime,JJ
1469,43.0,compensation,NN
1470,43.0,for,IN
1471,43.0,each,DT
1472,43.0,additional,JJ
1473,43.0,hour,NN
1474,43.0,of,IN
1475,43.0,actual,JJ
1476,43.0,attendance,NN
1477,43.0,in,IN
1478,43.0,excess,NN
1479,43.0,of,IN
1480,43.0,the,DT
1481,43.0,two,CD
1482,43.0,hour,NN
1483,43.0,minimum,NN
1484,43.0,provided,VBD
1485,43.0,for,IN
1486,43.0,in,IN
1487,43.0,paragraph,NN
1488,43.0,a.1,NNS
1489,43.0,above,IN
1490,43.0,with,IN
1491,43.0,the,DT
1492,43.0,following,JJ
1493,43.0,noontime,JJ
1494,43.0,recess,JJ
1495,43.0,exception,NN
1496,43.0,length,NN
1497,43.0,of,IN
1498,43.0,recess,NN
1499,43.0,amount,NN
1500,43.0,of,IN
1501,43.0,compensation,NN
1502,43.0,45,CD
1503,43.0,minute,NN
1504,43.0,or,CC
1505,43.0,le,VB
1506,43.0,none,NN
1507,43.0,46,CD
1508,43.0,minute,NN
1509,43.0,or,CC
1510,43.0,more,JJR
1511,43.0,all,DT
1512,43.0,time,NN
1513,43.0,over,IN
1514,43.0,46,CD
1515,43.0,minute,NN
1516,43.0,in,IN
1517,43.0,minute,JJ
1518,43.0,increment,JJ
1519,43.0,note,NN
1520,43.0,an,DT
1521,43.0,employee,NN
1522,43.0,shall,MD
1523,43.0,not,RB
1524,43.0,receive,VB
1525,43.0,court,NN
1526,43.0,on-call,JJ
1527,43.0,overtime,JJ
1528,43.0,compensation,NN
1529,43.0,and,CC
1530,43.0,hour-for-hour,JJ
1531,43.0,overtime,NN
1532,43.0,compensation,NN
1533,43.0,for,IN
1534,43.0,the,DT
1535,43.0,same,JJ
1536,43.0,time,NN
1537,43.0,period,NN
1538,44.0,multiple,JJ
1539,44.0,cases,NNS
1540,44.0,an,DT
1541,44.0,off-duty,JJ
1542,44.0,employee,NN
1543,44.0,who,WP
1544,44.0,receives,VBZ
1545,44.0,morning,NN
1546,44.0,and,CC
1547,44.0,afternoon,NN
1548,44.0,subpoena,NN
1549,44.0,for,IN
1550,44.0,separate,JJ
1551,44.0,case,NN
1552,44.0,on,IN
1553,44.0,court,NN
1554,44.0,day,NN
1555,44.0,shall,MD
1556,44.0,receive,VB
1557,44.0,overtime,JJ
1558,44.0,compensation,NN
1559,44.0,in,IN
1560,44.0,paragraph,NN
1561,44.0,a.1,NNS
1562,44.0,above,IN
1563,44.0,for,IN
1564,44.0,each,DT
1565,44.0,case,NN
1566,44.0,for,IN
1567,44.0,total,NN
1568,44.0,of,IN
1569,44.0,four,CD
1570,44.0,hour,NN
1571,45.0,in,IN
1572,45.0,addition,NN
1573,45.0,he/she,NN
1574,45.0,shall,MD
1575,45.0,receive,VB
1576,45.0,hour-for-hour,JJ
1577,45.0,overtime,JJ
1578,45.0,compensation,NN
1579,45.0,for,IN
1580,45.0,each,DT
1581,45.0,additional,JJ
1582,45.0,hour,NN
1583,45.0,of,IN
1584,45.0,actual,JJ
1585,45.0,court,NN
1586,45.0,attendance,NN
1587,45.0,in,IN
1588,45.0,excess,NN
1589,45.0,of,IN
1590,45.0,two,CD
1591,45.0,hour,NN
1592,46.0,35,CD
1593,46.0,mou01,NN
1594,46.0,07/02/2013,CD
1595,46.0,06/30/2016,CD
1596,46.0,c.,JJ
1597,46.0,exceptions,NNS
1598,46.0,to,TO
1599,46.0,the,DT
1600,46.0,two,CD
1601,46.0,hour,NN
1602,46.0,minimum,JJ
1603,46.0,management,NN
1604,46.0,will,MD
1605,46.0,attempt,VB
1606,46.0,to,TO
1607,46.0,adjust,VB
1608,46.0,an,DT
1609,46.0,employee,NN
1610,46.0,'s,POS
1611,46.0,shift,NN
1612,46.0,to,TO
1613,46.0,accommodate,VB
1614,46.0,court,NN
1615,46.0,appearance,NN
1616,46.0,or,CC
1617,46.0,on-call,JJ
1618,46.0,status,NN
1619,46.0,commencing,VBG
1620,46.0,two,CD
1621,46.0,hour,NN
1622,46.0,or,CC
1623,46.0,le,NN
1624,46.0,before,IN
1625,46.0,or,CC
1626,46.0,after,IN
1627,46.0,the,DT
1628,46.0,employee,NN
1629,46.0,'s,POS
1630,46.0,regularly,NN
1631,46.0,assigned,VBN
1632,46.0,shift,JJ
1633,46.0,begin,NN
1634,46.0,or,CC
1635,46.0,end,NN
1636,47.0,if,IN
1637,47.0,an,DT
1638,47.0,employee,NN
1639,47.0,'s,POS
1640,47.0,shift,NN
1641,47.0,can,MD
1642,47.0,not,RB
1643,47.0,be,VB
1644,47.0,adjusted,VBN
1645,47.0,the,DT
1646,47.0,employee,NN
1647,47.0,will,MD
1648,47.0,be,VB
1649,47.0,compensated,VBN
1650,47.0,follows,VBZ
1651,47.0,court,NN
1652,47.0,appearance,NN
1653,47.0,or,CC
1654,47.0,on-call,JJ
1655,47.0,status,NN
1656,47.0,commencing,VBG
1657,47.0,two,CD
1658,47.0,hour,NN
1659,47.0,or,CC
1660,47.0,le,NN
1661,47.0,before,IN
1662,47.0,the,DT
1663,47.0,employee,NN
1664,47.0,'s,POS
1665,47.0,regularly,NN
1666,47.0,assigned,VBN
1667,47.0,shift,NN
1668,47.0,begin,NN
1669,48.0,compensation,NN
1670,48.0,will,MD
1671,48.0,be,VB
1672,48.0,for,IN
1673,48.0,the,DT
1674,48.0,actual,JJ
1675,48.0,time,NN
1676,48.0,between,IN
1677,48.0,the,DT
1678,48.0,commencement,NN
1679,48.0,of,IN
1680,48.0,the,DT
1681,48.0,court,NN
1682,48.0,appearance,NN
1683,48.0,or,CC
1684,48.0,on-call,NN
1685,48.0,and,CC
1686,48.0,the,DT
1687,48.0,beginning,NN
1688,48.0,of,IN
1689,48.0,the,DT
1690,48.0,employee,NN
1691,48.0,'s,POS
1692,48.0,assigned,VBN
1693,48.0,shift,NN
1694,48.0,with,IN
1695,48.0,the,DT
1696,48.0,same,JJ
1697,48.0,noon,NN
1698,48.0,recess,NN
1699,48.0,provision,NN
1700,48.0,outlined,VBN
1701,48.0,in,IN
1702,48.0,paragraph,NN
1703,48.0,a.2,NNS
1704,48.0,above,IN
1705,48.0,court,NN
1706,48.0,appearance,NN
1707,48.0,commencing,VBG
1708,48.0,two,CD
1709,48.0,hour,NN
1710,48.0,or,CC
1711,48.0,le,NN
1712,48.0,after,IN
1713,48.0,the,DT
1714,48.0,employee,NN
1715,48.0,'s,POS
1716,48.0,regularly,NN
1717,48.0,assigned,VBD
1718,48.0,shift,JJ
1719,48.0,end,NN
1720,49.0,compensation,NN
1721,49.0,will,MD
1722,49.0,be,VB
1723,49.0,for,IN
1724,49.0,the,DT
1725,49.0,actual,JJ
1726,49.0,time,NN
1727,49.0,between,IN
1728,49.0,the,DT
1729,49.0,end,NN
1730,49.0,of,IN
1731,49.0,the,DT
1732,49.0,employee,NN
1733,49.0,'s,POS
1734,49.0,assigned,VBN
1735,49.0,shift,NN
1736,49.0,and,CC
1737,49.0,the,DT
1738,49.0,termination,NN
1739,49.0,of,IN
1740,49.0,the,DT
1741,49.0,court,NN
1742,49.0,appearance,NN
1743,49.0,with,IN
1744,49.0,the,DT
1745,49.0,same,JJ
1746,49.0,noon,NN
1747,49.0,recess,NN
1748,49.0,provision,NN
1749,49.0,outlined,VBN
1750,49.0,in,IN
1751,49.0,paragraph,NN
1752,49.0,a.2,NNS
1753,49.0,above,IN
1754,49.0,court,NN
1755,49.0,appearance,NN
1756,49.0,or,CC
1757,49.0,on-call,NN
1758,49.0,that,WDT
1759,49.0,begin,NN
1760,49.0,during,IN
1761,49.0,an,DT
1762,49.0,employee™s,JJ
1763,49.0,regularly,RB
1764,49.0,assigned,VBN
1765,49.0,shift,NN
1766,50.0,compensation,NN
1767,50.0,will,MD
1768,50.0,be,VB
1769,50.0,for,IN
1770,50.0,the,DT
1771,50.0,actual,JJ
1772,50.0,time,NN
1773,50.0,between,IN
1774,50.0,the,DT
1775,50.0,end,NN
1776,50.0,of,IN
1777,50.0,the,DT
1778,50.0,employee,NN
1779,50.0,'s,POS
1780,50.0,assigned,VBN
1781,50.0,shift,NN
1782,50.0,and,CC
1783,50.0,the,DT
1784,50.0,termination,NN
1785,50.0,of,IN
1786,50.0,the,DT
1787,50.0,appearance,NN
1788,50.0,or,CC
1789,50.0,on-call,JJ
1790,50.0,status,NN
1791,50.0,with,IN
1792,50.0,the,DT
1793,50.0,same,JJ
1794,50.0,noon,NN
1795,50.0,recess,NN
1796,50.0,provision,NN
1797,50.0,outlined,VBN
1798,50.0,in,IN
1799,50.0,paragraph,NN
1800,50.0,a.2,NNS
1801,50.0,above,IN
1802,51.0,article,NN
1803,51.0,6.7,CD
1804,51.0,civic,JJ
1805,51.0,duty,NN
1806,51.0,whenever,WRB
1807,51.0,an,DT
1808,51.0,employee,NN
1809,51.0,is,VBZ
1810,51.0,served,VBN
1811,51.0,with,IN
1812,51.0,subpoena,NN
1813,51.0,by,IN
1814,51.0,court,NN
1815,51.0,of,IN
1816,51.0,competent,NN
1817,51.0,jurisdiction,NN
1818,51.0,which,WDT
1819,51.0,compels,VBZ
1820,51.0,his/her,JJR
1821,51.0,presence,NN
1822,51.0,witness,NN
1823,51.0,during,IN
1824,51.0,his/her,JJR
1825,51.0,normal,JJ
1826,51.0,working,JJ
1827,51.0,period,NN
1828,51.0,unless,IN
1829,51.0,he/she,NN
1830,51.0,is,VBZ
1831,51.0,party,NN
1832,51.0,to,TO
1833,51.0,the,DT
1834,51.0,litigation,NN
1835,51.0,or,CC
1836,51.0,an,DT
1837,51.0,expert,JJ
1838,51.0,witness,NN
1839,51.0,such,JJ
1840,51.0,employee,NN
1841,51.0,shall,MD
1842,51.0,be,VB
1843,51.0,granted,VBN
1844,51.0,time,NN
1845,51.0,off,IN
1846,51.0,with,IN
1847,51.0,pay,NN
1848,51.0,in,IN
1849,51.0,the,DT
1850,51.0,amount,NN
1851,51.0,of,IN
1852,51.0,the,DT
1853,51.0,difference,NN
1854,51.0,between,IN
1855,51.0,the,DT
1856,51.0,employee,NN
1857,51.0,'s,POS
1858,51.0,regular,JJ
1859,51.0,earnings,NNS
1860,51.0,and,CC
1861,51.0,any,DT
1862,51.0,amount,NN
1863,51.0,he/she,NN
1864,51.0,receives,VBZ
1865,51.0,for,IN
1866,51.0,such,JJ
1867,51.0,appearance,NN
1868,52.0,this,DT
1869,52.0,article,NN
1870,52.0,is,VBZ
1871,52.0,not,RB
1872,52.0,applicable,JJ
1873,52.0,to,TO
1874,52.0,appearance,VB
1875,52.0,for,IN
1876,52.0,which,WDT
1877,52.0,the,DT
1878,52.0,employee,NN
1879,52.0,receives,VBZ
1880,52.0,compensation,NN
1881,52.0,in,IN
1882,52.0,excess,NN
1883,52.0,of,IN
1884,52.0,his/her,JJR
1885,52.0,regular,JJ
1886,52.0,earnings,NNS
1887,53.0,court,NN
1888,53.0,of,IN
1889,53.0,competent,NN
1890,53.0,jurisdiction,NN
1891,53.0,is,VBZ
1892,53.0,defined,VBN
1893,53.0,court,NN
1894,53.0,within,IN
1895,53.0,the,DT
1896,53.0,county,NN
1897,53.0,in,IN
1898,53.0,which,WDT
1899,53.0,the,DT
1900,53.0,employee,NN
1901,53.0,resides,NNS
1902,53.0,or,CC
1903,53.0,if,IN
1904,53.0,outside,IN
1905,53.0,the,DT
1906,53.0,county,NN
1907,53.0,of,IN
1908,53.0,residence,NN
1909,53.0,the,DT
1910,53.0,place,NN
1911,53.0,of,IN
1912,53.0,appearance,NN
1913,53.0,must,MD
1914,53.0,be,VB
1915,53.0,within,IN
1916,53.0,150,CD
1917,53.0,mile,NN
1918,53.0,of,IN
1919,53.0,the,DT
1920,53.0,employee,NN
1921,53.0,'s,POS
1922,53.0,residence,NN
1923,53.0,36,CD
1924,53.0,mou01,NN
1925,53.0,07/02/2013,CD
1926,53.0,06/30/2016,CD
1927,53.0,article,NN
1928,53.0,6.8,CD
1929,53.0,jury,NN
1930,53.0,service,NN
1931,53.0,any,DT
1932,53.0,employee,NN
1933,53.0,who,WP
1934,53.0,is,VBZ
1935,53.0,duly,RB
1936,53.0,summoned,VBN
1937,53.0,to,TO
1938,53.0,attend,VB
1939,53.0,any,DT
1940,53.0,court,NN
1941,53.0,for,IN
1942,53.0,jury,NN
1943,53.0,service,NN
1944,53.0,or,CC
1945,53.0,ha,VB
1946,53.0,been,VBN
1947,53.0,nominated,JJ
1948,53.0,and,CC
1949,53.0,selected,VBN
1950,53.0,to,TO
1951,53.0,serve,VB
1952,53.0,on,IN
1953,53.0,the,DT
1954,53.0,grand,JJ
1955,53.0,jury,NN
1956,53.0,of,IN
1957,53.0,los,JJ
1958,53.0,angeles,NNS
1959,53.0,county,VBP
1960,53.0,shall,MD
1961,53.0,for,IN
1962,53.0,those,DT
1963,53.0,day,NN
1964,53.0,during,IN
1965,53.0,his,PRP$
1966,53.0,or,CC
1967,53.0,her,PRP$
1968,53.0,scheduled,JJ
1969,53.0,working,JJ
1970,53.0,period,NN
1971,53.0,during,IN
1972,53.0,which,WDT
1973,53.0,jury,NN
1974,53.0,service,NN
1975,53.0,is,VBZ
1976,53.0,actually,RB
1977,53.0,performed,VBN
1978,53.0,and,CC
1979,53.0,for,IN
1980,53.0,those,DT
1981,53.0,day,NN
1982,53.0,necessary,JJ
1983,53.0,to,TO
1984,53.0,qualify,VB
1985,53.0,for,IN
1986,53.0,jury,NN
1987,53.0,service,NN
1988,53.0,receive,VBP
1989,53.0,his/her,JJR
1990,53.0,regular,JJ
1991,53.0,salary,NN
1992,54.0,any,DT
1993,54.0,jury,NN
1994,54.0,attendance,NN
1995,54.0,fee,NN
1996,54.0,received,VBN
1997,54.0,by,IN
1998,54.0,an,DT
1999,54.0,employee,NN
2000,54.0,who,WP
2001,54.0,receives,VBZ
2002,54.0,his/her,JJR
2003,54.0,regular,JJ
2004,54.0,salary,NN
2005,54.0,pursuant,NN
2006,54.0,to,TO
2007,54.0,this,DT
2008,54.0,provision,NN
2009,54.0,except,IN
2010,54.0,those,DT
2011,54.0,fee,NNS
2012,54.0,received,VBD
2013,54.0,for,IN
2014,54.0,jury,NN
2015,54.0,service,NN
2016,54.0,performed,VBD
2017,54.0,on,IN
2018,54.0,regular,JJ
2019,54.0,day,NN
2020,54.0,off,IN
2021,54.0,or,CC
2022,54.0,holiday,VB
2023,54.0,shall,MD
2024,54.0,be,VB
2025,54.0,paid,VBN
2026,54.0,to,TO
2027,54.0,the,DT
2028,54.0,city,NN
2029,55.0,the,DT
2030,55.0,absence,NN
2031,55.0,of,IN
2032,55.0,any,DT
2033,55.0,employee,NN
2034,55.0,for,IN
2035,55.0,the,DT
2036,55.0,purpose,NN
2037,55.0,of,IN
2038,55.0,performing,VBG
2039,55.0,jury,NN
2040,55.0,service,NN
2041,55.0,during,IN
2042,55.0,his/her,NN
2043,55.0,scheduled,VBN
2044,55.0,working,JJ
2045,55.0,period,NN
2046,55.0,shall,MD
2047,55.0,be,VB
2048,55.0,deemed,VBN
2049,55.0,to,TO
2050,55.0,be,VB
2051,55.0,an,DT
2052,55.0,authorized,JJ
2053,55.0,absence,NN
2054,55.0,with,IN
2055,55.0,pay,NN
2056,55.0,within,IN
2057,55.0,the,DT
2058,55.0,meaning,NN
2059,55.0,of,IN
2060,55.0,laac,JJ
2061,55.0,section,NN
2062,55.0,4.75,CD
2063,55.0,with,IN
2064,55.0,pay,NN
2065,55.0,calculated,VBN
2066,55.0,pursuant,NN
2067,55.0,to,TO
2068,55.0,the,DT
2069,55.0,code,NN
2070,56.0,article,NN
2071,56.0,6.9,CD
2072,56.0,military,JJ
2073,56.0,leave,NN
2074,56.0,every,DT
2075,56.0,employee,NN
2076,56.0,who,WP
2077,56.0,qualifies,VBZ
2078,56.0,for,IN
2079,56.0,and,CC
2080,56.0,is,VBZ
2081,56.0,granted,VBN
2082,56.0,military,JJ
2083,56.0,leave,VBP
2084,56.0,whether,IN
2085,56.0,temporary,JJ
2086,56.0,or,CC
2087,56.0,otherwise,RB
2088,56.0,pursuant,JJ
2089,56.0,to,TO
2090,56.0,the,DT
2091,56.0,provision,NN
2092,56.0,of,IN
2093,56.0,the,DT
2094,56.0,military,JJ
2095,56.0,and,CC
2096,56.0,veterans,NNS
2097,56.0,code,NN
2098,56.0,of,IN
2099,56.0,the,DT
2100,56.0,state,NN
2101,56.0,of,IN
2102,56.0,california,NN
2103,56.0,shall,MD
2104,56.0,before,IN
2105,56.0,he/she,NN
2106,56.0,is,VBZ
2107,56.0,paid,VBN
2108,56.0,his/her,RB
2109,56.0,salary,JJ
2110,56.0,or,CC
2111,56.0,compensation,NN
2112,56.0,during,IN
2113,56.0,such,JJ
2114,56.0,leave,VBP
2115,56.0,or,CC
2116,56.0,any,DT
2117,56.0,part,NN
2118,56.0,thereof,NN
2119,56.0,provided,VBN
2120,56.0,in,IN
2121,56.0,said,VBD
2122,56.0,code,NN
2123,56.0,furnish,NN
2124,56.0,to,TO
2125,56.0,his/her,VB
2126,56.0,appointing,VBG
2127,56.0,authority,NN
2128,56.0,two,CD
2129,56.0,certified,VBD
2130,56.0,copy,NN
2131,56.0,of,IN
2132,56.0,his/her,JJR
2133,56.0,order,NN
2134,56.0,one,CD
2135,56.0,copy,NN
2136,56.0,to,TO
2137,56.0,be,VB
2138,56.0,filed,VBN
2139,56.0,in,IN
2140,56.0,the,DT
2141,56.0,department,NN
2142,56.0,in,IN
2143,56.0,which,WDT
2144,56.0,he/she,NN
2145,56.0,is,VBZ
2146,56.0,employed,VBN
2147,56.0,and,CC
2148,56.0,the,DT
2149,56.0,other,JJ
2150,56.0,with,IN
2151,56.0,the,DT
2152,56.0,controller,NN
2153,57.0,in,IN
2154,57.0,lieu,NN
2155,57.0,of,IN
2156,57.0,the,DT
2157,57.0,order,NN
2158,57.0,the,DT
2159,57.0,employee,NN
2160,57.0,shall,MD
2161,57.0,furnish,VB
2162,57.0,to,TO
2163,57.0,the,DT
2164,57.0,appointing,VBG
2165,57.0,authority,NN
2166,57.0,upon,IN
2167,57.0,form,NN
2168,57.0,provided,VBN
2169,57.0,by,IN
2170,57.0,the,DT
2171,57.0,controller,NN
2172,57.0,certified,VBD
2173,57.0,evidence,NN
2174,57.0,of,IN
2175,57.0,his/her,NN
2176,57.0,entry,NN
2177,57.0,into,IN
2178,57.0,active,JJ
2179,57.0,service,NN
2180,57.0,in,IN
2181,57.0,the,DT
2182,57.0,armed,JJ
2183,57.0,force,NN
2184,57.0,of,IN
2185,57.0,the,DT
2186,57.0,united,JJ
2187,57.0,states,NNS
2188,57.0,and,CC
2189,57.0,the,DT
2190,57.0,date,NN
2191,57.0,thereof,NN
2192,58.0,any,DT
2193,58.0,certification,NN
2194,58.0,required,VBN
2195,58.0,by,IN
2196,58.0,this,DT
2197,58.0,article,NN
2198,58.0,may,MD
2199,58.0,be,VB
2200,58.0,made,VBN
2201,58.0,by,IN
2202,58.0,any,DT
2203,58.0,authorized,JJ
2204,58.0,officer,NN
2205,58.0,of,IN
2206,58.0,such,JJ
2207,58.0,armed,VBN
2208,58.0,force,NN
2209,59.0,the,DT
2210,59.0,controller,NN
2211,59.0,shall,MD
2212,59.0,have,VB
2213,59.0,power,NN
2214,59.0,at,IN
2215,59.0,any,DT
2216,59.0,time,NN
2217,59.0,to,TO
2218,59.0,require,VB
2219,59.0,such,JJ
2220,59.0,additional,JJ
2221,59.0,satisfactory,NN
2222,59.0,evidence,NN
2223,59.0,of,IN
2224,59.0,the,DT
2225,59.0,entry,NN
2226,59.0,of,IN
2227,59.0,such,JJ
2228,59.0,employee,NN
2229,59.0,into,IN
2230,59.0,active,JJ
2231,59.0,service,NN
2232,59.0,in,IN
2233,59.0,such,JJ
2234,59.0,armed,VBN
2235,59.0,force,NN
2236,59.0,and,CC
2237,59.0,of,IN
2238,59.0,the,DT
2239,59.0,actual,JJ
